3-2-1ルール	バックアップを3つ保持し、2種類の媒体に分け、1つは別場所に置く考え方。　用例：『バックアップは3-2-1ルールで運用する』	BCP
イミュータブルバックアップ	一定期間変更・削除できないバックアップ。ランサム対策に有効。　用例：『イミュータブルバックアップに基づいて非常時の手順を整備する』	BCP
インシデント	事故・攻撃・不正など、望ましくない出来事（セキュリティ事象）。　用例：『インシデント対応でインシデントを実施する』	インシデント
インシデント管理（ITIL）	障害等を早期復旧し影響を最小化する運用。　用例：『サービス改善のためインシデント管理（ITIL）を見直す』	サービス
ウイルス	他のプログラムに寄生して増えるマルウェア。　用例：『ウイルスへの対策を検討する』	攻撃
エスカレーション	状況に応じて上位者や専門部署へ連絡・引き継ぐこと。　用例：『インシデント対応でエスカレーションを実施する』	インシデント
エスケープ処理	特別な意味を持つ文字を無害化してXSS等を防ぐ処理。　用例：『脆弱性対応でエスケープ処理を確認し優先度を決める』	脆弱性
オプトアウト	本人が停止請求できる仕組みを用意し停止できる方式（文脈に注意）。　用例：『オプトアウトに準拠して手順を整備する』	法務
オプトイン	事前に同意を得て送付・提供する方式。　用例：『オプトインに準拠して手順を整備する』	法務
キーロガー	キー入力を記録してID/パスワード等を盗む仕組み。　用例：『キーロガーへの対策を検討する』	攻撃
クラウドサービス	インターネット経由で利用するIT機能（SaaS/PaaS/IaaSなど）。　用例：『クラウド環境でクラウドサービスを設定・確認する』	クラウド
クレデンシャルスタッフィング	漏えいしたID/パスワードの使い回しでログインを試す攻撃。　用例：『クレデンシャルスタッフィングへの対策を検討する』	攻撃
コマンドインジェクション	入力値を悪用しOSコマンドを実行させる攻撃。　用例：『コマンドインジェクションへの対策を検討する』	攻撃
サイバーセキュリティ基本法	国のサイバーセキュリティ推進の基本方針等を定める法律。　用例：『サイバーセキュリティ基本法に準拠して手順を整備する』	法務
サイバー保険	サイバー事故の損害を保険でカバーする（リスク移転の例）。　用例：『リスク評価でサイバー保険を整理する』	リスク
サプライチェーン攻撃	取引先やソフト更新経路などを狙って侵入する攻撃。　用例：『サプライチェーン攻撃への対策を検討する』	攻撃
サンドボックス	不審ファイルを隔離環境で動かして安全性を確認する仕組み。　用例：『サンドボックスを実施して被害を減らす』	対策
サービスデスク	利用者の問い合わせ窓口（ITILでの役割）。　用例：『サービス改善のためサービスデスクを見直す』	サービス
システム監査	情報システムが適切に運用されているかを独立の立場で点検・評価すること。　用例：『監査でシステム監査に関する証跡を提示する』	監査
シャドーIT	許可されていないITサービスを業務で使うこと。　用例：『クラウド環境でシャドーITを設定・確認する』	クラウド
スナップショット	ある時点のデータ状態を保存する機能（復元に使う）。　用例：『スナップショットに基づいて非常時の手順を整備する』	BCP
スパイウェア	利用者の情報をこっそり収集するマルウェア。　用例：『スパイウェアへの対策を検討する』	攻撃
スミッシング	SMSを使ったフィッシング。　用例：『スミッシングへの対策を検討する』	攻撃
セキュリティポリシー	組織の情報セキュリティの基本方針や守るルールをまとめた文書（方針・基準・手順など）。　用例：『セキュリティポリシーをルールに沿って管理する』	管理
セキュリティ事象	攻撃の兆候や異常など観測された出来事（インシデントに発展する場合がある）。　用例：『インシデント対応でセキュリティ事象を実施する』	インシデント
セキュリティ教育	ルール周知と、フィッシング等の被害を減らすための継続的な教育。　用例：『セキュリティ教育をルールに沿って管理する』	管理
セグメンテーション	ネットワークを区切って侵害の横展開を防ぐこと。　用例：『ネットワーク運用でセグメンテーションを確認する』	ネットワーク
セッションハイジャック	他人のログイン状態（セッション）を奪って操作する攻撃。　用例：『セッションハイジャックへの対策を検討する』	攻撃
ゼロデイ攻撃	修正パッチが出る前の未知の脆弱性を狙う攻撃。　用例：『ゼロデイ攻撃への対策を検討する』	攻撃
ゼロトラスト	社内外を信頼せず、アクセスのたびに検証して最小権限で許可する考え方。　用例：『設計時にゼロトラストを考慮する』	設計
ゼロトラスト（端末状態）	端末が安全（更新済、暗号化、EDR稼働等）かを見てアクセス可否を判断する考え方。　用例：『設計時にゼロトラスト（端末状態）を考慮する』	設計
ソルト	パスワードハッシュに追加する乱数。辞書攻撃や同一PW特定を防ぐ。　用例：『ソルトに関する設定や仕組みを確認する』	暗号
ソーシャルエンジニアリング	人の心理や手続きを悪用して情報を得る手口（なりすまし等）。　用例：『ソーシャルエンジニアリングへの対策を検討する』	攻撃
チェーン・オブ・カストディ	証拠の取り扱い履歴を記録し改ざん疑いを防ぐ管理。　用例：『インシデント対応でチェーン・オブ・カストディを実施する』	インシデント
チューニング（検知）	誤検知を減らし検知品質を上げるためのルール調整。　用例：『監視でチューニング（検知）を指標として見る』	監視
ディレクトリトラバーサル	パス指定を悪用し本来見せないファイルを読ませる攻撃。　用例：『ディレクトリトラバーサルへの対策を検討する』	攻撃
デジタル証明書	公開鍵と持ち主情報をCAが署名して証明する電子の証明書。　用例：『デジタル証明書に関する設定や仕組みを確認する』	暗号
トロイの木馬	正常ソフトを装って侵入し裏で不正動作するマルウェア。　用例：『トロイの木馬への対策を検討する』	攻撃
ドライブバイダウンロード	閲覧だけでマルウェアを落とされる攻撃。　用例：『ドライブバイダウンロードへの対策を検討する』	攻撃
ハッシュ関数	元に戻せない要約を作る関数。改ざん検知やパスワード保護に使う。　用例：『ハッシュ関数に関する設定や仕組みを確認する』	暗号
ハードウェアEOL	メーカーサポート終了。脆弱性修正が出ずリスクが増える。　用例：『脆弱性対応でハードウェアEOLを確認し優先度を決める』	脆弱性
ハードニング	不要機能停止や設定強化で攻撃面を減らすこと。　用例：『ハードニングを実施して被害を減らす』	対策
バックアップ	障害や攻撃に備えてデータを複製し保管すること。　用例：『バックアップに基づいて非常時の手順を整備する』	BCP
バッファオーバーフロー	領域を超える入力で動作を壊し不正実行につなげる攻撃。　用例：『バッファオーバーフローへの対策を検討する』	攻撃
パスワードスプレー	よくあるパスワードを多くのIDに試す攻撃。　用例：『パスワードスプレーへの対策を検討する』	攻撃
パスワードポリシー	長さ・複雑さ・有効期限等のパスワード運用ルール。　用例：『パスワードポリシーでアクセス権限を制御する』	認証
パスワードリスト攻撃	漏えいしたID/パスワードのリストでログインを試す攻撃（クレデンシャルスタッフィング）。　用例：『パスワードリスト攻撃への対策を検討する』	攻撃
パッチ管理	更新を計画・検証・適用・記録して安全性を保つ運用。　用例：『脆弱性対応でパッチ管理を確認し優先度を決める』	脆弱性
ビッシング	電話（Voice）を使った詐欺・フィッシング。　用例：『ビッシングへの対策を検討する』	攻撃
ファイアウォール	通信の許可/拒否をルールで制御する仕組み。　用例：『ネットワーク運用でファイアウォールを確認する』	ネットワーク
フィッシング	偽サイト等に誘導して認証情報を盗む手口。　用例：『フィッシングへの対策を検討する』	攻撃
フェイルオーバー	主系が故障したときに待機系へ切り替えること（自動/手動）。　用例：『可用性を高めるためフェイルオーバーを見直す』	可用性
フォレンジック	デジタル証拠を収集・分析し事実関係を明らかにする技術/手続。　用例：『インシデント対応でフォレンジックを実施する』	インシデント
ブラックリスト方式	禁止したもの以外は基本許可する方式（漏れがあると危険）。　用例：『ブラックリスト方式を実施して被害を減らす』	対策
ブルートフォース攻撃	パスワードを総当たりで試す攻撃。　用例：『ブルートフォース攻撃への対策を検討する』	攻撃
プレースホルダ	SQLを安全に組み立てSQLインジェクションを防ぐ仕組み。　用例：『脆弱性対応でプレースホルダを確認し優先度を決める』	脆弱性
プロキシ	利用者の代わりにWebアクセスする中継。アクセス制御やログ取得に使う。　用例：『ネットワーク運用でプロキシを確認する』	ネットワーク
ペネトレーションテスト	攻撃者視点で侵入を試し実害につながるか確認するテスト。　用例：『脆弱性対応でペネトレーションテストを確認し優先度を決める』	脆弱性
ホワイトリスト方式	許可したものだけ実行/接続を認める方式（原則拒否）。　用例：『ホワイトリスト方式を実施して被害を減らす』	対策
ボット	攻撃者の指令で遠隔操作される感染端末やプログラム。　用例：『ボットへの対策を検討する』	攻撃
ボットネット	多数のボット端末の集まり（DDoS等に悪用）。　用例：『ボットネットへの対策を検討する』	攻撃
ポート番号	アプリ通信の識別番号（例：HTTPSは443）。　用例：『ネットワーク運用でポート番号を確認する』	ネットワーク
マイクロセグメンテーション	ネットワークを細かく分割し横展開を抑える考え方。　用例：『設計時にマイクロセグメンテーションを考慮する』	設計
マイナンバー法	個人番号等の利用目的や安全管理を定める法律。　用例：『マイナンバー法に準拠して手順を整備する』	法務
マネジメントレビュー	経営層が状況を見て、方針や資源配分を見直すこと。　用例：『マネジメントレビューをルールに沿って管理する』	管理
マルウェア	悪意あるソフトの総称（ウイルス、ワーム、トロイなど）。　用例：『マルウェアへの対策を検討する』	攻撃
マルウェア対策（基本）	更新、未知対策（挙動検知）、権限最小化、バックアップなどを組み合わせて被害を減らす。　用例：『マルウェア対策（基本）を実施して被害を減らす』	対策
マルチテナント	複数顧客が同じ基盤を共有して利用する方式。隔離が重要。　用例：『クラウド環境でマルチテナントを設定・確認する』	クラウド
ランサムウェア	データを暗号化し身代金を要求するマルウェア。　用例：『ランサムウェアへの対策を検討する』	攻撃
ランサムウェア対策（基本）	オフライン/イミュータブルバックアップ、復元テスト、侵入経路対策、権限見直しなど。　用例：『ランサムウェア対策（基本）を実施して被害を減らす』	対策
リスク	望ましくない結果につながる可能性（起きる確率×影響の大きさで考える）。　用例：『リスク評価でリスクを整理する』	リスク
リスクアセスメント	リスクを特定→分析→評価して、優先順位を決める作業。　用例：『リスク評価でリスクアセスメントを整理する』	リスク
リスクオーナー	そのリスクへの判断・責任を持つ担当者。　用例：『リスク評価でリスクオーナーを整理する』	リスク
リスクマネジメントプロセス	リスクの特定→分析→評価→対応→監視・見直しを回す一連の流れ。　用例：『リスク評価でリスクマネジメントプロセスを整理する』	リスク
リスク低減	対策で起きやすさや被害を小さくする（例：MFA導入、冗長化）。　用例：『リスク評価でリスク低減を整理する』	リスク
リスク受容	対策コスト等を踏まえ、残るリスクを許容して受け入れる。　用例：『リスク評価でリスク受容を整理する』	リスク
リスク回避	危険が大きい行為そのものをやめる／実施しない。　用例：『リスク評価でリスク回避を整理する』	リスク
リスク対応（リスク処置）	リスクを低減・回避・移転・受容などで扱うこと。　用例：『リスク評価でリスク対応（リスク処置）を整理する』	リスク
リスク移転	保険や外部委託などで影響を他へ移す（責任分界は要確認）。　用例：『リスク評価でリスク移転を整理する』	リスク
リスク許容度（リスクアペタイト）	組織として『ここまでは許容する』というリスクの範囲・方針。　用例：『リスク評価でリスク許容度（リスクアペタイト）を整理する』	リスク
リバースプロキシ	サーバ側の前段に置く中継。WAFや負荷分散と組み合わせる。　用例：『ネットワーク運用でリバースプロキシを確認する』	ネットワーク
リプレイ攻撃	盗んだ認証データ等を再送して不正利用する攻撃。　用例：『リプレイ攻撃への対策を検討する』	攻撃
レプリケーション	データを別環境へ複製し続けること（冗長化・DRで利用）。　用例：『レプリケーションに基づいて非常時の手順を整備する』	BCP
レートリミット	一定時間あたりのアクセス回数を制限しDoS等を緩和する。　用例：『レートリミットを実施して被害を減らす』	対策
ログローテーション	ログを定期的に切り替え・保存し肥大化を防ぐ運用。　用例：『日々の運用でログローテーションを確認する』	運用
ログ（監査ログ）	操作やアクセスの記録。追跡・調査・監査の証拠になる。　用例：『日々の運用でログ（監査ログ）を確認する』	運用
ロードバランサ	複数サーバへ通信を分散し、性能と可用性を高める装置/サービス。　用例：『ネットワーク運用でロードバランサを確認する』	ネットワーク
ワーム	自己増殖してネットワーク経由で広がるマルウェア。　用例：『ワームへの対策を検討する』	攻撃
不正アクセス禁止法	他人のID/PW不正使用など不正アクセス行為を禁止する法律。　用例：『不正アクセス禁止法に準拠して手順を整備する』	法務
不正競争防止法（営業秘密）	営業秘密の不正取得・使用などを禁止する法律。　用例：『不正競争防止法（営業秘密）に準拠して手順を整備する』	法務
二重化	機器・経路を2つ用意して故障点を減らすこと。　用例：『可用性を高めるため二重化を見直す』	可用性
二重恐喝	暗号化に加え漏えいを脅して金銭を要求する手口。　用例：『二重恐喝への対策を検討する』	攻撃
人的セキュリティ	教育、誓約、権限管理など、人に関する対策。　用例：『人的セキュリティをルールに沿って管理する』	管理
仮名加工情報	個人が特定されにくいよう加工した情報（社内利用で保護に使う）。　用例：『仮名加工情報に準拠して手順を整備する』	法務
信頼性（Reliability）	故障しにくく、期待どおりに動く度合い。　用例：『基礎知識として信頼性（Reliability）を押さえる』	基礎
個人データ	個人情報データベース等を構成する個人情報（検索できる形のもの）。　用例：『個人データに準拠して手順を整備する』	法務
個人情報	生存する個人を識別できる情報（氏名、番号、顔画像など）。　用例：『個人情報に準拠して手順を整備する』	法務
個人情報保護法	個人情報の取り扱いルールを定める法律（利用目的、第三者提供、安全管理措置等）。　用例：『個人情報保護法に準拠して手順を整備する』	法務
入力値検証	不正入力を防ぐため型・桁・文字種などをチェックすること。　用例：『脆弱性対応で入力値検証を確認し優先度を決める』	脆弱性
入退室管理	部屋やサーバ室に誰が入ったかを管理すること（カードキー等）。　用例：『物理セキュリティとして入退室管理を確認する』	物理
公開鍵暗号	公開鍵と秘密鍵のペアで暗号化/署名する方式。鍵配送に強いが重い。　用例：『公開鍵暗号に関する設定や仕組みを確認する』	暗号
共通鍵暗号	同じ鍵で暗号化/復号する方式。高速だが鍵の渡し方が課題。　用例：『共通鍵暗号に関する設定や仕組みを確認する』	暗号
内部監査	組織内部で、規程どおり運用されているかを点検する監査。　用例：『監査で内部監査に関する証跡を提示する』	監査
内部統制	目的達成のために整える仕組み（業務の有効性、法令順守、資産保全等）。　用例：『監査で内部統制に関する証跡を提示する』	監査
再委託	委託先がさらに別の業者へ委託すること。可否・条件を契約で管理する。　用例：『再委託をルールに沿って管理する』	管理
再発防止	原因分析と対策を行い同じ事故を繰り返さないようにする。　用例：『インシデント対応で再発防止を実施する』	インシデント
冗長化	故障しても止まらないよう、機器や回線を複数用意すること。　用例：『可用性を高めるため冗長化を見直す』	可用性
初動対応	発生直後の対応（状況把握・連絡・被害拡大防止）。　用例：『インシデント対応で初動対応を実施する』	インシデント
匿名加工情報	個人を特定できないよう加工し、復元もできないようにした情報。　用例：『匿名加工情報に準拠して手順を整備する』	法務
可用性評価	サービス停止時の影響度（重要度）を、基準に従って判定すること。　用例：『可用性を高めるため可用性評価を見直す』	可用性
可用性（Availability）	必要なときにサービスや情報が利用できること（停止しない／早く復旧する）。　用例：『基礎知識として可用性（Availability）を押さえる』	基礎
否認防止（Non-repudiation）	後から『やっていない』と言い逃れできないようにする性質（電子署名など）。　用例：『基礎知識として否認防止（Non-repudiation）を押さえる』	基礎
問題管理（ITIL）	繰り返す障害の根本原因を特定し再発防止する運用。　用例：『サービス改善のため問題管理（ITIL）を見直す』	サービス
境界防御	社内と社外の境界で守る考え方（ファイアウォール等）。　用例：『設計時に境界防御を考慮する』	設計
変更管理	変更を申請・承認・影響評価して記録する管理。無断変更を防ぐ。　用例：『サービス改善のため変更管理を見直す』	サービス
多層防御	1つの対策に頼らず複数の対策を重ねて守る考え方。　用例：『多層防御を実施して被害を減らす』	対策
多要素認証（MFA）	知識（PW）・所持（トークン）・生体（指紋）など複数要素で本人確認する。　用例：『多要素認証（MFA）でアクセス権限を制御する』	認証
委託先管理	外部委託に伴うリスクを契約・監督・監査などで管理すること。　用例：『委託先管理をルールに沿って管理する』	管理
媒体廃棄	HDD等を廃棄する際、復元できないよう消去・破壊すること。　用例：『物理セキュリティとして媒体廃棄を確認する』	物理
安全管理措置	情報（特に個人情報等）を守るための組織的・人的・物理的・技術的な対策の総称。　用例：『安全管理措置をルールに沿って管理する』	管理
完全性（Integrity）	情報が正確で、勝手に書き換えられていないこと（改ざん防止）。　用例：『基礎知識として完全性（Integrity）を押さえる』	基礎
封じ込め（Containment）	被害拡大を防ぐために感染端末隔離などを行う段階。　用例：『インシデント対応で封じ込め（Containment）を実施する』	インシデント
影響度	事故が起きたときの被害の大きさ（業務停止、信用低下、金銭損失など）。　用例：『リスク評価で影響度を整理する』	リスク
復元テスト	バックアップが本当に戻せるか確認するテスト。　用例：『復元テストに基づいて非常時の手順を整備する』	BCP
復旧（Recovery）	業務を安全に再開する段階（再感染防止も含む）。　用例：『インシデント対応で復旧（Recovery）を実施する』	インシデント
情報セキュリティ	情報（と情報を扱う仕組み）を、漏えい・改ざん・停止などから守り、安心して使える状態を保つ取り組み。　用例：『基礎知識として情報セキュリティを押さえる』	基礎
情報流通プラットフォーム対処法	ネット上の権利侵害情報への対応を強化する法律（旧：プロバイダ責任制限法の改正）。　用例：『情報流通プラットフォーム対処法に準拠して手順を整備する』	法務
情報漏えい	秘密情報が外部へ漏れること（誤送信、紛失、侵入など）。　用例：『日々の運用で情報漏えいを確認する』	運用
情報資産	守るべき情報と、それを扱う人・機器・ソフト・サービスなどの資産。　用例：『情報資産をルールに沿って管理する』	管理
技術的セキュリティ	暗号、アクセス制御、マルウェア対策等、技術面の対策。　用例：『技術的セキュリティをルールに沿って管理する』	管理
持出管理	PCやUSB等の持出しを申請・記録して管理すること。　用例：『物理セキュリティとして持出管理を確認する』	物理
操作ログ	どんな操作（変更・削除等）をしたかの記録。　用例：『日々の運用で操作ログを確認する』	運用
暗号化	第三者に読まれないよう、データを鍵で変換すること。　用例：『暗号化に関する設定や仕組みを確認する』	暗号
暗号化（保存時）	データを保管中に暗号化すること（at rest）。　用例：『クラウド環境で暗号化（保存時）を設定・確認する』	クラウド
暗号化（通信時）	通信中に暗号化すること（in transit）。　用例：『クラウド環境で暗号化（通信時）を設定・確認する』	クラウド
最小権限	業務に必要な最小限の権限だけを付与する原則。　用例：『最小権限でアクセス権限を制御する』	認証
根絶（Eradication）	原因を取り除く段階（マルウェア除去、脆弱性修正など）。　用例：『インシデント対応で根絶（Eradication）を実施する』	インシデント
検知漏れ	攻撃なのに検知できないこと。　用例：『監視で検知漏れを指標として見る』	監視
構成管理	機器・設定・版（バージョン）など構成情報を把握し維持する管理。　用例：『サービス改善のため構成管理を見直す』	サービス
標的型攻撃	特定組織を狙って侵入する攻撃（メール、偽サイト等）。　用例：『標的型攻撃への対策を検討する』	攻撃
標的型訓練	疑似フィッシング等で社員教育・啓発を行う訓練。　用例：『標的型訓練をルールに沿って管理する』	管理
権限昇格	弱点を突いてより強い権限（管理者）を得ること。　用例：『権限昇格への対策を検討する』	攻撃
機密区分	情報を重要度で分類する決め方（例：公開／社外秘／機密）。　用例：『機密区分をルールに沿って管理する』	管理
機密性（Confidentiality）	許可された人だけが情報にアクセスできること（漏えい防止）。　用例：『基礎知識として機密性（Confidentiality）を押さえる』	基礎
残留リスク	対策後も残るリスク。　用例：『リスク評価で残留リスクを整理する』	リスク
水飲み場攻撃	よく利用するサイトを改ざんし訪問者を感染させる攻撃。　用例：『水飲み場攻撃への対策を検討する』	攻撃
無線LAN（Wi‑Fi）	電波でネット接続する仕組み。暗号化設定（WPA2/WPA3）が重要。　用例：『ネットワーク運用で無線LAN（Wi‑Fi）を確認する』	ネットワーク
物理的セキュリティ	入退室管理、施錠、持出管理など、設備・場所に関する対策。　用例：『物理的セキュリティをルールに沿って管理する』	管理
特定個人情報	マイナンバーを含む個人情報。厳格な管理が必要。　用例：『特定個人情報に準拠して手順を整備する』	法務
特定電子メール法	広告・宣伝メールの送信ルール（同意、表示、配信停止等）を定める法律。　用例：『特定電子メール法に準拠して手順を整備する』	法務
特権アカウント	管理者など強い権限を持つアカウント。厳格な管理が必要。　用例：『特権アカウントでアクセス権限を制御する』	認証
生体認証	指紋・顔など身体的特徴で認証する方式。　用例：『生体認証でアクセス権限を制御する』	認証
画面ロック	離席時に自動でロックし覗き見や不正操作を防ぐ。　用例：『画面ロックを実施して被害を減らす』	対策
発生可能性	事故が起きやすい度合い（頻度・起こりやすさ）。　用例：『リスク評価で発生可能性を整理する』	リスク
盗聴（スニッフィング）	通信内容を盗み見ること。暗号化で対策する。　用例：『盗聴（スニッフィング）への対策を検討する』	攻撃
監査証跡	後から検証できる記録一式（ログ、申請書、設定履歴など）。　用例：『日々の運用で監査証跡を確認する』	運用
真正性（Authenticity）	本人・本物・正しい送信元であることが確認できる性質。　用例：『基礎知識として真正性（Authenticity）を押さえる』	基礎
稼働率	一定期間にどれだけサービスが動いていたか（例：99.9%）。　用例：『可用性を高めるため稼働率を見直す』	可用性
端末暗号化	PC/スマホ内のデータを暗号化して紛失時の漏えいを防ぐ。　用例：『端末暗号化を実施して被害を減らす』	対策
第三者提供	本人同意などの要件に基づき、個人データを第三者へ渡すこと。　用例：『第三者提供に準拠して手順を整備する』	法務
組織的セキュリティ	規程、体制、監査など、組織としての対策。　用例：『組織的セキュリティをルールに沿って管理する』	管理
職務分掌	重要業務を分担し相互牽制すること（不正・ミス防止）。　用例：『職務分掌をルールに沿って管理する』	管理
脅威（Threat）	攻撃・故障・ミスなど、被害を起こす原因になり得るもの。　用例：『リスク評価で脅威（Threat）を整理する』	リスク
脆弱性診断	システムの弱点を検査し修正点を洗い出すこと。　用例：『脆弱性対応で脆弱性診断を確認し優先度を決める』	脆弱性
脆弱性（Vulnerability）	攻撃や事故に利用され得る弱点（設定ミス、更新不足、設計不備など）。　用例：『リスク評価で脆弱性（Vulnerability）を整理する』	リスク
著作権法	著作物の複製・配布などの権利を保護する法律（ソフト利用にも関係）。　用例：『著作権法に準拠して手順を整備する』	法務
要配慮個人情報	病歴など、特に慎重な取り扱いが必要な個人情報。　用例：『要配慮個人情報に準拠して手順を整備する』	法務
証拠保全	ログやディスク等を改ざんされない形で保存すること。　用例：『インシデント対応で証拠保全を実施する』	インシデント
認可（Authorization）	その人に何を許可するか（権限）を決めること。　用例：『認可（Authorization）でアクセス権限を制御する』	認証
認証（Authentication）	利用者が本人かを確認すること（ID・パスワード、証明書、MFAなど）。　用例：『認証（Authentication）でアクセス権限を制御する』	認証
誤検知	正常なのに攻撃と判定すること。　用例：『監視で誤検知を指標として見る』	監視
誤送信	宛先間違い等でメールを誤って送ること。　用例：『日々の運用で誤送信を確認する』	運用
責任共有モデル	クラウドでは提供者と利用者で責任範囲が分かれるという考え方。　用例：『クラウド環境で責任共有モデルを設定・確認する』	クラウド
責任分界点	自社と委託先/クラウドの責任範囲の境界。設定ミスなどの判断に重要。　用例：『クラウド環境で責任分界点を設定・確認する』	クラウド
責任追跡性（Accountability）	誰が何をしたかを後から追える性質（ログ・証跡で担保）。　用例：『基礎知識として責任追跡性（Accountability）を押さえる』	基礎
資産台帳	情報資産を一覧で管理する表（所有者、保管場所、重要度など）。　用例：『資産台帳をルールに沿って管理する』	管理
遠隔ワイプ	紛失端末のデータを遠隔で消す機能（MDM等）。　用例：『日々の運用で遠隔ワイプを確認する』	運用
適用宣言書（SoA）	ISMSで、どの管理策を採用するか／しないかと理由を示す文書。　用例：『適用宣言書（SoA）をルールに沿って管理する』	管理
鍵管理	暗号鍵の生成・保管・更新・廃棄を安全に行うこと。　用例：『鍵管理に関する設定や仕組みを確認する』	暗号
電子署名	署名者の本人性と改ざん有無を示す仕組み（否認防止に有効）。　用例：『電子署名に関する設定や仕組みを確認する』	暗号
